-0.1579093247 0.0702456653 0.4721486779 0.2036302687 -0.5522273501 0.1875671876 0.0195595732 0.0944039199 0.0193826517 0.0855634122 -0.2649373439 0.0797514153 0.0874103178 0.2851958224 0.0854580379 -0.0619748655 0.0852256725 0.2245003536 -0.2460468478 0.2318112009 
-0.1190888774 0.1156111130 -0.2496468010 -0.1331721190 -0.1834452686 0.1626051750 0.2166715457 0.2061152748 0.1665638804 -0.2058957072 -0.1312124900 0.6206205797 0.1190491608 -0.2604173471 0.0492274017 0.2758526926 -0.1969080888 -0.0649900151 0.1755222615 0.1898294032 
0.2826942113 0.0319578583 0.3987948987 -0.3311499158 0.0503028803 0.2838566138 0.2140500639 -0.0375543794 -0.4009583107 0.3013453769 0.0187850944 -0.1054861782 -0.1187391360 -0.1013806700 0.0238326641 0.2639386585 -0.0979590906 -0.0754243023 0.3209388447 0.2099531390 
-0.1200060204 -0.0131564503 -0.1615526632 0.0949014877 0.2200136802 0.4121669467 -0.0177025132 -0.2265821539 -0.2226498483 -0.1452537831 -0.2921167017 0.0235216104 0.1455512327 0.1826276847 -0.3701713796 0.0484999461 0.3225891651 -0.4145185884 -0.1441023120 0.1823468155 
-0.4954175108 -0.0644784287 0.1496720946 0.3691349310 0.0394608487 -0.0421545839 0.0229631970 -0.2778536169 -0.2927865753 -0.1155824478 0.2770862573 -0.0087551250 0.1420185869 -0.3548353901 0.0475177189 -0.1978215482 -0.1108786798 0.0636908991 0.2623158097 0.2492226428 
0.0868367596 -0.1423119654 0.0886012079 -0.1545107742 0.3197824183 -0.1153360306 0.4578069199 -0.3189917274 0.2518561698 -0.0911829974 -0.2940938949 0.1174575095 -0.0225269804 0.1486535564 0.3186611307 -0.3931701449 0.0702654939 0.0811515150 0.0717822964 0.2147904807 
0.1399138313 0.0562462765 0.1730103670 0.2231500638 0.2614304460 0.1434670390 -0.3490110886 0.1290149562 0.1304997973 -0.3370232974 -0.0464763701 0.0462231155 -0.4032253720 0.2408144822 -0.1117135897 -0.0607656115 -0.4620142798 0.0092101527 0.1445869835 0.2530533971 
0.2190136342 -0.1377735912 -0.0429110182 -0.3534421959 -0.4403989939 -0.0824004127 -0.1630388770 -0.2228060675 -0.0448619720 -0.2195038288 0.2178406270 0.1590196030 -0.2649929201 -0.1198601431 -0.3319247786 -0.3491020336 0.2097100902 0.0038835671 0.0253998762 0.2124018721 
-0.3066282356 0.1343907876 -0.0853302701 -0.2552529419 0.1005118813 0.0059934389 -0.4246111832 0.1233960675 0.2274521699 0.3890431881 -0.0084678991 0.0361295003 0.1198425034 0.2142599600 0.0278796808 -0.1300891262 0.2463944608 0.0340767158 0.4717916930 0.2071909995 
-0.2845776121 0.0688371453 0.0878308927 -0.1858659508 0.2220461467 -0.4007411181 0.1499714905 0.1007930999 -0.0421250966 -0.0902316775 -0.1662623275 -0.0877294822 -0.1629577523 -0.0430097870 -0.4412688020 0.3266913968 0.1144086364 0.4171741860 -0.1345374023 0.2216700982 
